id,status,one_liner,relation,domain,ai_level,total_score,priority_score,price,rejection_reasons
IDEA-2026-0167,candidate,病友面向病友：围绕预约场景，多人排期信息收集后，AI自动给出最优排班和提醒,病友->病友,时间/预约,L2,73,64.2,19.9元/月,
IDEA-2026-0168,candidate,病友面向病友：围绕提醒场景，多人排期信息收集后，AI自动给出最优排班和提醒,病友->病友,时间/提醒,L2,73,64.2,19.9元/月,
IDEA-2026-0169,candidate,病友面向病友：围绕复诊场景，多人排期信息收集后，AI自动给出最优排班和提醒,病友->病友,时间/复诊,L2,73,64.2,19.9元/月,
IDEA-2026-0135,candidate,自己面向学习进度：拍作业，AI逐题批改并生成同类巩固题,自己->学习进度,学业/作业,L2,76,60.4,19.9元/月,
IDEA-2026-0136,candidate,自己面向学习进度：围绕考试场景，拍作业，AI逐题批改并生成同类巩固题,自己->学习进度,学业/考试,L2,76,60.4,19.9元/月,
IDEA-2026-0137,candidate,自己面向学习进度：围绕错题场景，拍作业，AI逐题批改并生成同类巩固题,自己->学习进度,学业/错题,L2,76,60.4,19.9元/月,
IDEA-2026-0138,candidate,自己面向学习进度：围绕知识点场景，拍作业，AI逐题批改并生成同类巩固题,自己->学习进度,学业/知识点,L2,76,60.4,19.9元/月,
IDEA-2026-0139,candidate,自己面向学习进度：围绕复盘场景，拍作业，AI逐题批改并生成同类巩固题,自己->学习进度,学业/复盘,L2,76,60.4,19.9元/月,
IDEA-2026-0140,candidate,自己面向学习进度：AI根据错题与进度生成下一周学习计划,自己->学习进度,学业/复盘,L2,76,60.4,19.9元/月,
IDEA-2026-0141,candidate,自己面向学习进度：围绕作业场景，AI根据错题与进度生成下一周学习计划,自己->学习进度,学业/作业,L2,76,60.4,19.9元/月,
IDEA-2026-0142,candidate,自己面向学习进度：围绕考试场景，AI根据错题与进度生成下一周学习计划,自己->学习进度,学业/考试,L2,76,60.4,19.9元/月,
IDEA-2026-0143,candidate,自己面向学习进度：围绕错题场景，AI根据错题与进度生成下一周学习计划,自己->学习进度,学业/错题,L2,76,60.4,19.9元/月,
IDEA-2026-0144,candidate,自己面向学习进度：围绕知识点场景，AI根据错题与进度生成下一周学习计划,自己->学习进度,学业/知识点,L2,76,60.4,19.9元/月,
IDEA-2026-0145,candidate,自己面向学习进度：围绕口语场景，上传作品或动作片段，AI评估质量并给出改进建议,自己->学习进度,技能/口语,L2,76,60.4,19.9元/月,
IDEA-2026-0146,candidate,自己面向学习进度：围绕书法场景，上传作品或动作片段，AI评估质量并给出改进建议,自己->学习进度,技能/书法,L2,76,60.4,19.9元/月,
IDEA-2026-0147,candidate,自己面向学习进度：围绕写作场景，上传作品或动作片段，AI评估质量并给出改进建议,自己->学习进度,技能/写作,L2,76,60.4,19.9元/月,
IDEA-2026-0148,candidate,自己面向学习进度：围绕绘画场景，上传作品或动作片段，AI评估质量并给出改进建议,自己->学习进度,技能/绘画,L2,76,60.4,19.9元/月,
