id,status,one_liner,relation,domain,ai_level,total_score,priority_score,price,rejection_reasons
IDEA-2026-0144,candidate,家属面向术后康复患者：围绕错题场景，AI根据错题与进度生成下一周学习计划,家属->术后康复患者,学业/错题,L2,95,83.0,19.9元/月,
IDEA-2026-0145,candidate,家属面向术后康复患者：围绕知识点场景，AI根据错题与进度生成下一周学习计划,家属->术后康复患者,学业/知识点,L2,95,83.0,19.9元/月,
IDEA-2026-0035,candidate,成年子女面向老年父母：多人排期信息收集后，AI自动给出最优排班和提醒,成年子女->老年父母,时间/排班,L2,93,82.2,19.9元/月,
IDEA-2026-0036,candidate,成年子女面向老年父母：围绕预约场景，多人排期信息收集后，AI自动给出最优排班和提醒,成年子女->老年父母,时间/预约,L2,93,82.2,19.9元/月,
IDEA-2026-0037,candidate,成年子女面向老年父母：围绕提醒场景，多人排期信息收集后，AI自动给出最优排班和提醒,成年子女->老年父母,时间/提醒,L2,93,82.2,19.9元/月,
IDEA-2026-0038,candidate,成年子女面向老年父母：围绕复诊场景，多人排期信息收集后，AI自动给出最优排班和提醒,成年子女->老年父母,时间/复诊,L2,93,82.2,19.9元/月,
IDEA-2026-0113,candidate,家属面向慢病患者：多人排期信息收集后，AI自动给出最优排班和提醒,家属->慢病患者,时间/排班,L2,93,82.2,19.9元/月,
IDEA-2026-0114,candidate,家属面向慢病患者：围绕预约场景，多人排期信息收集后，AI自动给出最优排班和提醒,家属->慢病患者,时间/预约,L2,93,82.2,19.9元/月,
IDEA-2026-0115,candidate,家属面向慢病患者：围绕提醒场景，多人排期信息收集后，AI自动给出最优排班和提醒,家属->慢病患者,时间/提醒,L2,93,82.2,19.9元/月,
IDEA-2026-0116,candidate,家属面向慢病患者：围绕复诊场景，多人排期信息收集后，AI自动给出最优排班和提醒,家属->慢病患者,时间/复诊,L2,93,82.2,19.9元/月,
IDEA-2026-0152,candidate,家属面向术后康复患者：多人排期信息收集后，AI自动给出最优排班和提醒,家属->术后康复患者,时间/排班,L2,93,82.2,19.9元/月,
IDEA-2026-0153,candidate,家属面向术后康复患者：围绕预约场景，多人排期信息收集后，AI自动给出最优排班和提醒,家属->术后康复患者,时间/预约,L2,93,82.2,19.9元/月,
IDEA-2026-0154,candidate,家属面向术后康复患者：围绕提醒场景，多人排期信息收集后，AI自动给出最优排班和提醒,家属->术后康复患者,时间/提醒,L2,93,82.2,19.9元/月,
IDEA-2026-0155,candidate,家属面向术后康复患者：围绕复诊场景，多人排期信息收集后，AI自动给出最优排班和提醒,家属->术后康复患者,时间/复诊,L2,93,82.2,19.9元/月,
IDEA-2026-0013,candidate,成年子女面向老年父母：拍检查结果，AI自动生成给家属看的健康摘要,成年子女->老年父母,健康/体检,L2,92,81.8,19.9元/月,
IDEA-2026-0014,candidate,成年子女面向老年父母：围绕饮食记录，拍检查结果，AI自动生成给家属看的健康摘要,成年子女->老年父母,健康/饮食,L2,92,81.8,19.9元/月,
IDEA-2026-0015,candidate,成年子女面向老年父母：围绕用药记录，拍检查结果，AI自动生成给家属看的健康摘要,成年子女->老年父母,健康/用药,L2,92,81.8,19.9元/月,
IDEA-2026-0016,candidate,成年子女面向老年父母：围绕体征记录，拍检查结果，AI自动生成给家属看的健康摘要,成年子女->老年父母,健康/体征,L2,92,81.8,19.9元/月,
IDEA-2026-0017,candidate,成年子女面向老年父母：围绕康复记录，拍检查结果，AI自动生成给家属看的健康摘要,成年子女->老年父母,健康/康复,L2,92,81.8,19.9元/月,
IDEA-2026-0018,candidate,成年子女面向老年父母：围绕孕产记录，拍检查结果，AI自动生成给家属看的健康摘要,成年子女->老年父母,健康/孕产,L2,92,81.8,19.9元/月,
IDEA-2026-0091,candidate,家属面向慢病患者：拍检查结果，AI自动生成给家属看的健康摘要,家属->慢病患者,健康/体检,L2,92,81.8,19.9元/月,
IDEA-2026-0092,candidate,家属面向慢病患者：围绕饮食记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->慢病患者,健康/饮食,L2,92,81.8,19.9元/月,
IDEA-2026-0093,candidate,家属面向慢病患者：围绕用药记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->慢病患者,健康/用药,L2,92,81.8,19.9元/月,
IDEA-2026-0094,candidate,家属面向慢病患者：围绕体征记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->慢病患者,健康/体征,L2,92,81.8,19.9元/月,
IDEA-2026-0095,candidate,家属面向慢病患者：围绕康复记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->慢病患者,健康/康复,L2,92,81.8,19.9元/月,
IDEA-2026-0096,candidate,家属面向慢病患者：围绕孕产记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->慢病患者,健康/孕产,L2,92,81.8,19.9元/月,
IDEA-2026-0130,candidate,家属面向术后康复患者：拍检查结果，AI自动生成给家属看的健康摘要,家属->术后康复患者,健康/体检,L2,92,81.8,19.9元/月,
IDEA-2026-0131,candidate,家属面向术后康复患者：围绕饮食记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->术后康复患者,健康/饮食,L2,92,81.8,19.9元/月,
IDEA-2026-0132,candidate,家属面向术后康复患者：围绕用药记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->术后康复患者,健康/用药,L2,92,81.8,19.9元/月,
IDEA-2026-0133,candidate,家属面向术后康复患者：围绕体征记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->术后康复患者,健康/体征,L2,92,81.8,19.9元/月,
IDEA-2026-0134,candidate,家属面向术后康复患者：围绕康复记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->术后康复患者,健康/康复,L2,92,81.8,19.9元/月,
IDEA-2026-0135,candidate,家属面向术后康复患者：围绕孕产记录，拍检查结果，AI自动生成给家属看的健康摘要,家属->术后康复患者,健康/孕产,L2,92,81.8,19.9元/月,
IDEA-2026-0202,candidate,培训班老师面向学员家长：AI根据错题与进度生成下一周学习计划,培训班老师->学员家长,学业/复盘,L2,89,79.6,39.0元/月,
IDEA-2026-0203,candidate,培训班老师面向学员家长：围绕作业场景，AI根据错题与进度生成下一周学习计划,培训班老师->学员家长,学业/作业,L2,89,79.6,39.0元/月,
IDEA-2026-0204,candidate,培训班老师面向学员家长：围绕考试场景，AI根据错题与进度生成下一周学习计划,培训班老师->学员家长,学业/考试,L2,89,79.6,39.0元/月,
IDEA-2026-0205,candidate,培训班老师面向学员家长：围绕错题场景，AI根据错题与进度生成下一周学习计划,培训班老师->学员家长,学业/错题,L2,89,79.6,39.0元/月,
IDEA-2026-0206,candidate,培训班老师面向学员家长：围绕知识点场景，AI根据错题与进度生成下一周学习计划,培训班老师->学员家长,学业/知识点,L2,89,79.6,39.0元/月,
IDEA-2026-0207,candidate,培训班老师面向学员家长：AI生成学员进步报告并自动发给家长,培训班老师->学员家长,技能/乐器,L2,89,79.6,39.0元/月,
IDEA-2026-0208,candidate,培训班老师面向学员家长：围绕口语场景，AI生成学员进步报告并自动发给家长,培训班老师->学员家长,技能/口语,L2,89,79.6,39.0元/月,
IDEA-2026-0209,candidate,培训班老师面向学员家长：围绕书法场景，AI生成学员进步报告并自动发给家长,培训班老师->学员家长,技能/书法,L2,89,79.6,39.0元/月,
IDEA-2026-0210,candidate,培训班老师面向学员家长：围绕写作场景，AI生成学员进步报告并自动发给家长,培训班老师->学员家长,技能/写作,L2,89,79.6,39.0元/月,
IDEA-2026-0211,candidate,培训班老师面向学员家长：围绕健身场景，AI生成学员进步报告并自动发给家长,培训班老师->学员家长,技能/健身,L2,89,79.6,39.0元/月,
IDEA-2026-0212,candidate,培训班老师面向学员家长：围绕绘画场景，AI生成学员进步报告并自动发给家长,培训班老师->学员家长,技能/绘画,L2,89,79.6,39.0元/月,
IDEA-2026-0213,candidate,培训班老师面向学员家长：上传作品或动作片段，AI评估质量并给出改进建议,培训班老师->学员家长,技能/健身,L2,89,79.6,39.0元/月,
IDEA-2026-0214,candidate,培训班老师面向学员家长：围绕乐器场景，上传作品或动作片段，AI评估质量并给出改进建议,培训班老师->学员家长,技能/乐器,L2,89,79.6,39.0元/月,
IDEA-2026-0215,candidate,培训班老师面向学员家长：围绕口语场景，上传作品或动作片段，AI评估质量并给出改进建议,培训班老师->学员家长,技能/口语,L2,89,79.6,39.0元/月,
IDEA-2026-0216,candidate,培训班老师面向学员家长：围绕书法场景，上传作品或动作片段，AI评估质量并给出改进建议,培训班老师->学员家长,技能/书法,L2,89,79.6,39.0元/月,
IDEA-2026-0217,candidate,培训班老师面向学员家长：围绕写作场景，上传作品或动作片段，AI评估质量并给出改进建议,培训班老师->学员家长,技能/写作,L2,89,79.6,39.0元/月,
IDEA-2026-0218,candidate,培训班老师面向学员家长：围绕绘画场景，上传作品或动作片段，AI评估质量并给出改进建议,培训班老师->学员家长,技能/绘画,L2,89,79.6,39.0元/月,
IDEA-2026-0219,candidate,培训班老师面向学员家长：收集群内反馈，AI自动总结重点并输出执行建议,培训班老师->学员家长,活动/通知,L2,89,79.6,39.0元/月,
IDEA-2026-0220,candidate,培训班老师面向学员家长：围绕签到流程，收集群内反馈，AI自动总结重点并输出执行建议,培训班老师->学员家长,活动/签到,L2,89,79.6,39.0元/月,
IDEA-2026-0221,candidate,培训班老师面向学员家长：围绕报名流程，收集群内反馈，AI自动总结重点并输出执行建议,培训班老师->学员家长,活动/报名,L2,89,79.6,39.0元/月,
IDEA-2026-0222,candidate,培训班老师面向学员家长：围绕组织流程，收集群内反馈，AI自动总结重点并输出执行建议,培训班老师->学员家长,活动/组织,L2,89,79.6,39.0元/月,
IDEA-2026-0266,candidate,社区干部面向居民：AI根据错题与进度生成下一周学习计划,社区干部->居民,学业/复盘,L2,89,79.6,39.0元/月,
IDEA-2026-0267,candidate,社区干部面向居民：围绕作业场景，AI根据错题与进度生成下一周学习计划,社区干部->居民,学业/作业,L2,89,79.6,39.0元/月,
IDEA-2026-0268,candidate,社区干部面向居民：围绕考试场景，AI根据错题与进度生成下一周学习计划,社区干部->居民,学业/考试,L2,89,79.6,39.0元/月,
IDEA-2026-0269,candidate,社区干部面向居民：围绕错题场景，AI根据错题与进度生成下一周学习计划,社区干部->居民,学业/错题,L2,89,79.6,39.0元/月,
IDEA-2026-0270,candidate,社区干部面向居民：围绕知识点场景，AI根据错题与进度生成下一周学习计划,社区干部->居民,学业/知识点,L2,89,79.6,39.0元/月,
IDEA-2026-0271,candidate,社区干部面向居民：AI生成学员进步报告并自动发给家长,社区干部->居民,技能/乐器,L2,89,79.6,39.0元/月,
IDEA-2026-0272,candidate,社区干部面向居民：围绕口语场景，AI生成学员进步报告并自动发给家长,社区干部->居民,技能/口语,L2,89,79.6,39.0元/月,
IDEA-2026-0273,candidate,社区干部面向居民：围绕书法场景，AI生成学员进步报告并自动发给家长,社区干部->居民,技能/书法,L2,89,79.6,39.0元/月,
IDEA-2026-0274,candidate,社区干部面向居民：围绕写作场景，AI生成学员进步报告并自动发给家长,社区干部->居民,技能/写作,L2,89,79.6,39.0元/月,
IDEA-2026-0275,candidate,社区干部面向居民：围绕健身场景，AI生成学员进步报告并自动发给家长,社区干部->居民,技能/健身,L2,89,79.6,39.0元/月,
IDEA-2026-0276,candidate,社区干部面向居民：围绕绘画场景，AI生成学员进步报告并自动发给家长,社区干部->居民,技能/绘画,L2,89,79.6,39.0元/月,
IDEA-2026-0277,candidate,社区干部面向居民：上传作品或动作片段，AI评估质量并给出改进建议,社区干部->居民,技能/健身,L2,89,79.6,39.0元/月,
IDEA-2026-0278,candidate,社区干部面向居民：围绕乐器场景，上传作品或动作片段，AI评估质量并给出改进建议,社区干部->居民,技能/乐器,L2,89,79.6,39.0元/月,
IDEA-2026-0279,candidate,社区干部面向居民：围绕口语场景，上传作品或动作片段，AI评估质量并给出改进建议,社区干部->居民,技能/口语,L2,89,79.6,39.0元/月,
IDEA-2026-0280,candidate,社区干部面向居民：围绕书法场景，上传作品或动作片段，AI评估质量并给出改进建议,社区干部->居民,技能/书法,L2,89,79.6,39.0元/月,
IDEA-2026-0281,candidate,社区干部面向居民：围绕写作场景，上传作品或动作片段，AI评估质量并给出改进建议,社区干部->居民,技能/写作,L2,89,79.6,39.0元/月,
IDEA-2026-0282,candidate,社区干部面向居民：围绕绘画场景，上传作品或动作片段，AI评估质量并给出改进建议,社区干部->居民,技能/绘画,L2,89,79.6,39.0元/月,
IDEA-2026-0283,candidate,社区干部面向居民：收集群内反馈，AI自动总结重点并输出执行建议,社区干部->居民,活动/通知,L2,89,79.6,39.0元/月,
IDEA-2026-0284,candidate,社区干部面向居民：围绕签到流程，收集群内反馈，AI自动总结重点并输出执行建议,社区干部->居民,活动/签到,L2,89,79.6,39.0元/月,
IDEA-2026-0285,candidate,社区干部面向居民：围绕报名流程，收集群内反馈，AI自动总结重点并输出执行建议,社区干部->居民,活动/报名,L2,89,79.6,39.0元/月,
IDEA-2026-0286,candidate,社区干部面向居民：围绕组织流程，收集群内反馈，AI自动总结重点并输出执行建议,社区干部->居民,活动/组织,L2,89,79.6,39.0元/月,
IDEA-2026-0223,candidate,培训班老师面向学员家长：多人排期信息收集后，AI自动给出最优排班和提醒,培训班老师->学员家长,时间/排班,L2,87,78.8,39.0元/月,
IDEA-2026-0224,candidate,培训班老师面向学员家长：围绕预约场景，多人排期信息收集后，AI自动给出最优排班和提醒,培训班老师->学员家长,时间/预约,L2,87,78.8,39.0元/月,
IDEA-2026-0225,candidate,培训班老师面向学员家长：围绕提醒场景，多人排期信息收集后，AI自动给出最优排班和提醒,培训班老师->学员家长,时间/提醒,L2,87,78.8,39.0元/月,
IDEA-2026-0226,candidate,培训班老师面向学员家长：围绕复诊场景，多人排期信息收集后，AI自动给出最优排班和提醒,培训班老师->学员家长,时间/复诊,L2,87,78.8,39.0元/月,
IDEA-2026-0287,candidate,社区干部面向居民：多人排期信息收集后，AI自动给出最优排班和提醒,社区干部->居民,时间/排班,L2,87,78.8,39.0元/月,
IDEA-2026-0288,candidate,社区干部面向居民：围绕预约场景，多人排期信息收集后，AI自动给出最优排班和提醒,社区干部->居民,时间/预约,L2,87,78.8,39.0元/月,
IDEA-2026-0289,candidate,社区干部面向居民：围绕提醒场景，多人排期信息收集后，AI自动给出最优排班和提醒,社区干部->居民,时间/提醒,L2,87,78.8,39.0元/月,
IDEA-2026-0290,candidate,社区干部面向居民：围绕复诊场景，多人排期信息收集后，AI自动给出最优排班和提醒,社区干部->居民,时间/复诊,L2,87,78.8,39.0元/月,
IDEA-2026-0196,candidate,培训班老师面向学员家长：拍检查结果，AI自动生成给家属看的健康摘要,培训班老师->学员家长,健康/体检,L2,86,78.4,39.0元/月,
IDEA-2026-0197,candidate,培训班老师面向学员家长：围绕饮食记录，拍检查结果，AI自动生成给家属看的健康摘要,培训班老师->学员家长,健康/饮食,L2,86,78.4,39.0元/月,
IDEA-2026-0198,candidate,培训班老师面向学员家长：围绕用药记录，拍检查结果，AI自动生成给家属看的健康摘要,培训班老师->学员家长,健康/用药,L2,86,78.4,39.0元/月,
IDEA-2026-0199,candidate,培训班老师面向学员家长：围绕体征记录，拍检查结果，AI自动生成给家属看的健康摘要,培训班老师->学员家长,健康/体征,L2,86,78.4,39.0元/月,
IDEA-2026-0200,candidate,培训班老师面向学员家长：围绕康复记录，拍检查结果，AI自动生成给家属看的健康摘要,培训班老师->学员家长,健康/康复,L2,86,78.4,39.0元/月,
IDEA-2026-0201,candidate,培训班老师面向学员家长：围绕孕产记录，拍检查结果，AI自动生成给家属看的健康摘要,培训班老师->学员家长,健康/孕产,L2,86,78.4,39.0元/月,
IDEA-2026-0260,candidate,社区干部面向居民：拍检查结果，AI自动生成给家属看的健康摘要,社区干部->居民,健康/体检,L2,86,78.4,39.0元/月,
IDEA-2026-0261,candidate,社区干部面向居民：围绕饮食记录，拍检查结果，AI自动生成给家属看的健康摘要,社区干部->居民,健康/饮食,L2,86,78.4,39.0元/月,
IDEA-2026-0262,candidate,社区干部面向居民：围绕用药记录，拍检查结果，AI自动生成给家属看的健康摘要,社区干部->居民,健康/用药,L2,86,78.4,39.0元/月,
IDEA-2026-0263,candidate,社区干部面向居民：围绕体征记录，拍检查结果，AI自动生成给家属看的健康摘要,社区干部->居民,健康/体征,L2,86,78.4,39.0元/月,
IDEA-2026-0264,candidate,社区干部面向居民：围绕康复记录，拍检查结果，AI自动生成给家属看的健康摘要,社区干部->居民,健康/康复,L2,86,78.4,39.0元/月,
IDEA-2026-0265,candidate,社区干部面向居民：围绕孕产记录，拍检查结果，AI自动生成给家属看的健康摘要,社区干部->居民,健康/孕产,L2,86,78.4,39.0元/月,
IDEA-2026-0380,candidate,同班家长面向家长：共同记录症状与诱因，AI识别高风险模式并提醒复查,同班家长->家长,健康/康复,L3,76,78.4,29.9元/月,
IDEA-2026-0381,candidate,同班家长面向家长：围绕饮食记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,同班家长->家长,健康/饮食,L3,76,78.4,29.9元/月,
IDEA-2026-0382,candidate,同班家长面向家长：围绕用药记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,同班家长->家长,健康/用药,L3,76,78.4,29.9元/月,
IDEA-2026-0383,candidate,同班家长面向家长：围绕体检记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,同班家长->家长,健康/体检,L3,76,78.4,29.9元/月,
IDEA-2026-0384,candidate,同班家长面向家长：围绕体征记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,同班家长->家长,健康/体征,L3,76,78.4,29.9元/月,
IDEA-2026-0385,candidate,同班家长面向家长：围绕孕产记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,同班家长->家长,健康/孕产,L3,76,78.4,29.9元/月,
IDEA-2026-0234,candidate,体育教练面向学员：AI根据错题与进度生成下一周学习计划,体育教练->学员,学业/复盘,L2,89,76.6,39.0元/月,
IDEA-2026-0235,candidate,体育教练面向学员：围绕作业场景，AI根据错题与进度生成下一周学习计划,体育教练->学员,学业/作业,L2,89,76.6,39.0元/月,
IDEA-2026-0236,candidate,体育教练面向学员：围绕考试场景，AI根据错题与进度生成下一周学习计划,体育教练->学员,学业/考试,L2,89,76.6,39.0元/月,
IDEA-2026-0237,candidate,体育教练面向学员：围绕错题场景，AI根据错题与进度生成下一周学习计划,体育教练->学员,学业/错题,L2,89,76.6,39.0元/月,
IDEA-2026-0238,candidate,体育教练面向学员：围绕知识点场景，AI根据错题与进度生成下一周学习计划,体育教练->学员,学业/知识点,L2,89,76.6,39.0元/月,
IDEA-2026-0239,candidate,体育教练面向学员：AI生成学员进步报告并自动发给家长,体育教练->学员,技能/乐器,L2,89,76.6,39.0元/月,
IDEA-2026-0240,candidate,体育教练面向学员：围绕口语场景，AI生成学员进步报告并自动发给家长,体育教练->学员,技能/口语,L2,89,76.6,39.0元/月,
IDEA-2026-0241,candidate,体育教练面向学员：围绕书法场景，AI生成学员进步报告并自动发给家长,体育教练->学员,技能/书法,L2,89,76.6,39.0元/月,
IDEA-2026-0242,candidate,体育教练面向学员：围绕写作场景，AI生成学员进步报告并自动发给家长,体育教练->学员,技能/写作,L2,89,76.6,39.0元/月,
IDEA-2026-0243,candidate,体育教练面向学员：围绕健身场景，AI生成学员进步报告并自动发给家长,体育教练->学员,技能/健身,L2,89,76.6,39.0元/月,
IDEA-2026-0244,candidate,体育教练面向学员：围绕绘画场景，AI生成学员进步报告并自动发给家长,体育教练->学员,技能/绘画,L2,89,76.6,39.0元/月,
IDEA-2026-0245,candidate,体育教练面向学员：上传作品或动作片段，AI评估质量并给出改进建议,体育教练->学员,技能/健身,L2,89,76.6,39.0元/月,
IDEA-2026-0246,candidate,体育教练面向学员：围绕乐器场景，上传作品或动作片段，AI评估质量并给出改进建议,体育教练->学员,技能/乐器,L2,89,76.6,39.0元/月,
IDEA-2026-0247,candidate,体育教练面向学员：围绕口语场景，上传作品或动作片段，AI评估质量并给出改进建议,体育教练->学员,技能/口语,L2,89,76.6,39.0元/月,
IDEA-2026-0248,candidate,体育教练面向学员：围绕书法场景，上传作品或动作片段，AI评估质量并给出改进建议,体育教练->学员,技能/书法,L2,89,76.6,39.0元/月,
IDEA-2026-0249,candidate,体育教练面向学员：围绕写作场景，上传作品或动作片段，AI评估质量并给出改进建议,体育教练->学员,技能/写作,L2,89,76.6,39.0元/月,
IDEA-2026-0250,candidate,体育教练面向学员：围绕绘画场景，上传作品或动作片段，AI评估质量并给出改进建议,体育教练->学员,技能/绘画,L2,89,76.6,39.0元/月,
IDEA-2026-0251,candidate,体育教练面向学员：收集群内反馈，AI自动总结重点并输出执行建议,体育教练->学员,活动/通知,L2,89,76.6,39.0元/月,
IDEA-2026-0252,candidate,体育教练面向学员：围绕签到流程，收集群内反馈，AI自动总结重点并输出执行建议,体育教练->学员,活动/签到,L2,89,76.6,39.0元/月,
IDEA-2026-0253,candidate,体育教练面向学员：围绕报名流程，收集群内反馈，AI自动总结重点并输出执行建议,体育教练->学员,活动/报名,L2,89,76.6,39.0元/月,
IDEA-2026-0254,candidate,体育教练面向学员：围绕组织流程，收集群内反馈，AI自动总结重点并输出执行建议,体育教练->学员,活动/组织,L2,89,76.6,39.0元/月,
IDEA-2026-0255,candidate,体育教练面向学员：多人排期信息收集后，AI自动给出最优排班和提醒,体育教练->学员,时间/排班,L2,87,75.8,39.0元/月,
IDEA-2026-0256,candidate,体育教练面向学员：围绕预约场景，多人排期信息收集后，AI自动给出最优排班和提醒,体育教练->学员,时间/预约,L2,87,75.8,39.0元/月,
IDEA-2026-0257,candidate,体育教练面向学员：围绕提醒场景，多人排期信息收集后，AI自动给出最优排班和提醒,体育教练->学员,时间/提醒,L2,87,75.8,39.0元/月,
IDEA-2026-0258,candidate,体育教练面向学员：围绕复诊场景，多人排期信息收集后，AI自动给出最优排班和提醒,体育教练->学员,时间/复诊,L2,87,75.8,39.0元/月,
IDEA-2026-0366,candidate,病友面向病友：共同记录症状与诱因，AI识别高风险模式并提醒复查,病友->病友,健康/康复,L3,77,75.8,29.9元/月,
IDEA-2026-0367,candidate,病友面向病友：围绕饮食记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,病友->病友,健康/饮食,L3,77,75.8,29.9元/月,
IDEA-2026-0368,candidate,病友面向病友：围绕用药记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,病友->病友,健康/用药,L3,77,75.8,29.9元/月,
IDEA-2026-0369,candidate,病友面向病友：围绕体检记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,病友->病友,健康/体检,L3,77,75.8,29.9元/月,
IDEA-2026-0370,candidate,病友面向病友：围绕体征记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,病友->病友,健康/体征,L3,77,75.8,29.9元/月,
IDEA-2026-0371,candidate,病友面向病友：围绕孕产记录，共同记录症状与诱因，AI识别高风险模式并提醒复查,病友->病友,健康/孕产,L3,77,75.8,29.9元/月,
IDEA-2026-0228,candidate,体育教练面向学员：拍检查结果，AI自动生成给家属看的健康摘要,体育教练->学员,健康/体检,L2,86,75.4,39.0元/月,
IDEA-2026-0229,candidate,体育教练面向学员：围绕饮食记录，拍检查结果，AI自动生成给家属看的健康摘要,体育教练->学员,健康/饮食,L2,86,75.4,39.0元/月,
IDEA-2026-0230,candidate,体育教练面向学员：围绕用药记录，拍检查结果，AI自动生成给家属看的健康摘要,体育教练->学员,健康/用药,L2,86,75.4,39.0元/月,
IDEA-2026-0231,candidate,体育教练面向学员：围绕体征记录，拍检查结果，AI自动生成给家属看的健康摘要,体育教练->学员,健康/体征,L2,86,75.4,39.0元/月,
IDEA-2026-0232,candidate,体育教练面向学员：围绕康复记录，拍检查结果，AI自动生成给家属看的健康摘要,体育教练->学员,健康/康复,L2,86,75.4,39.0元/月,
IDEA-2026-0233,candidate,体育教练面向学员：围绕孕产记录，拍检查结果，AI自动生成给家属看的健康摘要,体育教练->学员,健康/孕产,L2,86,75.4,39.0元/月,
IDEA-2026-0351,candidate,培训机构面向付费学员：AI生成学员进步报告并自动发给家长,培训机构->付费学员,技能/乐器,L2,81,73.4,39.0元/月,
IDEA-2026-0352,candidate,培训机构面向付费学员：围绕口语场景，AI生成学员进步报告并自动发给家长,培训机构->付费学员,技能/口语,L2,81,73.4,39.0元/月,
IDEA-2026-0353,candidate,培训机构面向付费学员：围绕书法场景，AI生成学员进步报告并自动发给家长,培训机构->付费学员,技能/书法,L2,81,73.4,39.0元/月,
IDEA-2026-0354,candidate,培训机构面向付费学员：围绕写作场景，AI生成学员进步报告并自动发给家长,培训机构->付费学员,技能/写作,L2,81,73.4,39.0元/月,
IDEA-2026-0355,candidate,培训机构面向付费学员：围绕健身场景，AI生成学员进步报告并自动发给家长,培训机构->付费学员,技能/健身,L2,81,73.4,39.0元/月,
IDEA-2026-0356,candidate,培训机构面向付费学员：围绕绘画场景，AI生成学员进步报告并自动发给家长,培训机构->付费学员,技能/绘画,L2,81,73.4,39.0元/月,
IDEA-2026-0357,candidate,培训机构面向付费学员：记录工时与收入，AI自动核算应得工资并生成追款凭证,培训机构->付费学员,金钱/工时,L2,81,73.4,39.0元/月,
IDEA-2026-0358,candidate,培训机构面向付费学员：围绕工资管理，记录工时与收入，AI自动核算应得工资并生成追款凭证,培训机构->付费学员,金钱/工资,L2,81,73.4,39.0元/月,
IDEA-2026-0359,candidate,培训机构面向付费学员：围绕记账管理，记录工时与收入，AI自动核算应得工资并生成追款凭证,培训机构->付费学员,金钱/记账,L2,81,73.4,39.0元/月,
IDEA-2026-0360,candidate,培训机构面向付费学员：围绕报销管理，记录工时与收入，AI自动核算应得工资并生成追款凭证,培训机构->付费学员,金钱/报销,L2,81,73.4,39.0元/月,
IDEA-2026-0361,candidate,培训机构面向付费学员：围绕续费管理，记录工时与收入，AI自动核算应得工资并生成追款凭证,培训机构->付费学员,金钱/续费,L2,81,73.4,39.0元/月,
IDEA-2026-0362,candidate,培训机构面向付费学员：收集群内反馈，AI自动总结重点并输出执行建议,培训机构->付费学员,活动/通知,L2,81,73.4,39.0元/月,
IDEA-2026-0363,candidate,培训机构面向付费学员：围绕签到流程，收集群内反馈，AI自动总结重点并输出执行建议,培训机构->付费学员,活动/签到,L2,81,73.4,39.0元/月,
IDEA-2026-0364,candidate,培训机构面向付费学员：围绕报名流程，收集群内反馈，AI自动总结重点并输出执行建议,培训机构->付费学员,活动/报名,L2,81,73.4,39.0元/月,
IDEA-2026-0365,candidate,培训机构面向付费学员：围绕组织流程，收集群内反馈，AI自动总结重点并输出执行建议,培训机构->付费学员,活动/组织,L2,81,73.4,39.0元/月,
IDEA-2026-0336,candidate,小时工/兼职面向自我利益保护：AI生成学员进步报告并自动发给家长,小时工/兼职->自我利益保护,技能/乐器,L2,83,72.2,39.0元/月,
IDEA-2026-0337,candidate,小时工/兼职面向自我利益保护：围绕口语场景，AI生成学员进步报告并自动发给家长,小时工/兼职->自我利益保护,技能/口语,L2,83,72.2,39.0元/月,
IDEA-2026-0338,candidate,小时工/兼职面向自我利益保护：围绕书法场景，AI生成学员进步报告并自动发给家长,小时工/兼职->自我利益保护,技能/书法,L2,83,72.2,39.0元/月,
IDEA-2026-0339,candidate,小时工/兼职面向自我利益保护：围绕写作场景，AI生成学员进步报告并自动发给家长,小时工/兼职->自我利益保护,技能/写作,L2,83,72.2,39.0元/月,
IDEA-2026-0340,candidate,小时工/兼职面向自我利益保护：围绕健身场景，AI生成学员进步报告并自动发给家长,小时工/兼职->自我利益保护,技能/健身,L2,83,72.2,39.0元/月,
IDEA-2026-0341,candidate,小时工/兼职面向自我利益保护：围绕绘画场景，AI生成学员进步报告并自动发给家长,小时工/兼职->自我利益保护,技能/绘画,L2,83,72.2,39.0元/月,
IDEA-2026-0342,candidate,小时工/兼职面向自我利益保护：记录工时与收入，AI自动核算应得工资并生成追款凭证,小时工/兼职->自我利益保护,金钱/工时,L2,83,72.2,39.0元/月,
